Record Time,ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ
2020-06-29 11:24:49,0.956,0.177,2.289,0.42700000000000005,0.0,0.305,4.15,-22.67,0.0
2020-06-29 11:24:49,0.958,0.16699999999999998,2.2769999999999997,0.305,0.0,0.244,4.15,-22.67,0.0
2020-06-29 11:24:49,0.9590000000000001,0.17,2.2840000000000003,0.0,0.183,0.0,4.15,-22.67,0.0
2020-06-29 11:24:49,0.9470000000000001,0.16399999999999998,2.275,-0.183,0.244,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.946,0.166,2.285,-0.366,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.956,0.16399999999999998,2.278,-0.244,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.96,0.163,2.287,0.0,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9540000000000001,0.154,2.276,0.0,-0.305,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.958,0.16899999999999998,2.286,0.244,-0.366,0.0,4.15,-22.67,0.0
2020-06-29 11:24:49,0.953,0.175,2.283,0.42700000000000005,0.0,0.183,4.15,-22.67,0.0
2020-06-29 11:24:49,0.958,0.174,2.2769999999999997,0.305,0.0,0.244,4.16,-22.67,0.0
2020-06-29 11:24:49,0.946,0.165,2.2840000000000003,0.0,0.183,0.183,4.16,-22.67,0.0
2020-06-29 11:24:49,0.958,0.166,2.282,0.0,0.0,0.0,4.16,-22.66,0.0
2020-06-29 11:24:49,0.95,0.162,2.275,0.0,0.366,0.0,4.16,-22.66,0.0
2020-06-29 11:24:49,0.948,0.168,2.2840000000000003,-0.366,0.0,-0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.951,0.162,2.285,-0.183,0.0,-0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9640000000000001,0.162,2.274,0.0,-0.244,-0.183,4.15,-22.66,0.0
2020-06-29 11:24:49,0.958,0.165,2.279,0.0,0.0,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9540000000000001,0.174,2.281,0.244,-0.244,0.0,4.16,-22.67,0.0
2020-06-29 11:24:49,0.9540000000000001,0.16899999999999998,2.2840000000000003,0.366,0.0,0.305,4.16,-22.67,0.0
2020-06-29 11:24:49,0.961,0.174,2.279,0.0,0.0,0.305,4.16,-22.66,0.0
2020-06-29 11:24:49,0.955,0.16399999999999998,2.286,0.0,0.183,0.183,4.16,-22.66,0.0
2020-06-29 11:24:49,0.9490000000000001,0.159,2.28,-0.244,0.183,0.0,4.16,-22.66,0.0
2020-06-29 11:24:49,0.9440000000000001,0.155,2.2840000000000003,-0.366,0.0,-0.183,4.15,-22.66,0.0
2020-06-29 11:24:49,0.953,0.16699999999999998,2.276,-0.366,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.95,0.156,2.292,-0.183,0.0,-0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9570000000000001,0.156,2.276,0.0,-0.42700000000000005,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.958,0.157,2.283,0.244,-0.366,0.0,4.15,-22.67,0.0
2020-06-29 11:24:49,0.96,0.16699999999999998,2.282,0.42700000000000005,-0.183,0.183,4.15,-22.67,0.0
2020-06-29 11:24:49,0.953,0.17300000000000001,2.287,0.305,0.0,0.244,4.15,-22.67,0.0
2020-06-29 11:24:49,0.948,0.16699999999999998,2.276,0.244,0.0,0.183,4.15,-22.67,0.0
2020-06-29 11:24:49,0.958,0.165,2.289,0.0,0.0,0.0,4.15,-22.67,0.0
2020-06-29 11:24:49,0.9540000000000001,0.16399999999999998,2.2769999999999997,-0.244,0.366,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9470000000000001,0.163,2.281,-0.366,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.946,0.171,2.2840000000000003,-0.183,0.0,-0.366,4.15,-22.66,0.0
2020-06-29 11:24:49,0.966,0.16699999999999998,2.2840000000000003,0.0,-0.183,-0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.958,0.168,2.285,0.0,-0.183,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9570000000000001,0.16899999999999998,2.278,0.183,-0.366,0.0,4.15,-22.67,0.0
2020-06-29 11:24:49,0.953,0.175,2.2880000000000003,0.305,0.0,0.305,4.15,-22.67,0.0
2020-06-29 11:24:49,0.958,0.179,2.281,0.305,0.0,0.305,4.16,-22.67,0.0
2020-06-29 11:24:49,0.946,0.172,2.286,0.0,0.305,0.183,4.16,-22.67,0.0
2020-06-29 11:24:49,0.95,0.162,2.278,0.0,0.0,0.0,4.16,-22.66,0.0
2020-06-29 11:24:49,0.9490000000000001,0.157,2.291,-0.305,0.305,-0.183,4.16,-22.66,0.0
2020-06-29 11:24:49,0.951,0.161,2.27,-0.305,0.183,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9440000000000001,0.166,2.29,-0.183,0.0,-0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.958,0.157,2.278,0.0,-0.366,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.965,0.158,2.286,0.183,-0.305,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9590000000000001,0.166,2.278,0.305,-0.183,0.244,4.15,-22.66,0.0
2020-06-29 11:24:49,0.953,0.168,2.29,0.305,0.0,0.305,4.15,-22.67,0.0
2020-06-29 11:24:49,0.951,0.162,2.2769999999999997,0.183,0.0,0.244,4.16,-22.66,0.0
2020-06-29 11:24:49,0.958,0.166,2.289,0.0,0.244,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.9490000000000001,0.161,2.28,-0.244,0.42700000000000005,0.0,4.15,-22.66,0.0
2020-06-29 11:24:49,0.948,0.153,2.279,-0.42700000000000005,0.0,-0.305,4.15,-22.66,0.0
2020-06-29 11:24:49,0.946,0.158,2.282,-0.366,0.0,-0.366,4.14,-22.65,0.0
2020-06-29 11:24:49,0.9590000000000001,0.172,2.28,0.0,-0.183,-0.244,4.14,-22.65,0.0
