รเ1spindleLoad,รเ1 spindleSpeed,Feed
2.770996094,4802.563477,960
0.933837891,4801.757813,960
1.611328125,4798.31543,960
2.191162109,4799.633789,960
4.8828125,4801.977539,960
4.39453125,4797.363281,960
0.402832031,4800.805664,960
1.617431641,4798.608398,960
0.012207031,4801.318359,960
0.347900391,4800.805664,960
1.251220703,4797.949219,960
1.873779297,4797.143555,960
1.611328125,4798.608398,960
2.374267578,4802.416992,960
0.415039063,4798.461914,960
4.284667969,4802.050781,960
2.032470703,4802.270508,960
2.282714844,4800.952148,960
1.483154297,4802.270508,960
4.180908203,4801.904297,960
4.113769531,4797.143555,960
0.268554688,4802.490234,960
1.141357422,4797.070313,960
1.867675781,4802.050781,960
3.967285156,4800.292969,960
2.191162109,4802.490234,960
0.402832031,4797.436523,960
1.934814453,4796.99707,960
2.423095703,4800.878906,960
4.107666016,4797.875977,960
1.544189453,4798.681641,960
3.973388672,4800.439453,960
1.165771484,4797.949219,960
2.197265625,4799.121094,960
2.252197266,4799.633789,960
0.317382813,4801.611328,960
4.254150391,4797.509766,960
3.796386719,4798.095703,960
3.039550781,4798.681641,960
2.978515625,4798.681641,960
0.213623047,4798.31543,960
1.849365234,4802.34375,960
4.418945313,4797.436523,960
1.85546875,4798.31543,960
2.691650391,4802.416992,960
2.24609375,4802.34375,960
0.756835938,4801.611328,960
1.043701172,4797.143555,960
4.248046875,4801.904297,960
0.738525391,4797.583008,960
4.39453125,4801.611328,960
1.068115234,4802.050781,960
4.205322266,4802.050781,960
2.410888672,4798.022461,960
0.372314453,4801.977539,960
2.099609375,4800.219727,960
0.067138672,4797.363281,960
1.147460938,4802.050781,960
0.457763672,4800.878906,960
3.894042969,4802.34375,960
0.402832031,4797.875977,960
0.073242188,4802.416992,960
3.741455078,4802.34375,960
1.782226563,4799.560547,960
2.34375,4797.436523,960
0.695800781,4801.611328,960
1.568603516,4798.535156,960
2.331542969,4797.436523,960
2.856445313,4802.490234,960
1.07421875,4800.366211,960
2.508544922,4797.802734,960
1.794433594,4797.436523,960
1.818847656,4802.050781,960
2.435302734,4798.681641,960
1.275634766,4802.416992,960
2.325439453,4802.416992,960
4.00390625,4800.366211,960
0.134277344,4797.436523,960
4.675292969,4800.732422,960
0.347900391,4797.509766,912
4.675292969,4800.732422,912
2.917480469,4798.754883,480
0.305175781,4800.952148,720
4.321289063,4801.391602,288
3.698730469,4802.270508,288
3.741455078,4797.949219,288
3.735351563,4799.560547,288
2.368164063,4799.194336,288
2.398681641,4798.681641,288
1.812744141,4799.633789,96
1.745605469,4798.681641,192
0.006103516,4800.878906,96
0.860595703,4802.050781,77
4.370117188,4800.878906,360
0.048828125,4797.363281,1249
0.384521484,4802.050781,6605
3.942871094,4797.802734,0
1.135253906,4800.439453,6605
4.650878906,4802.050781,6605
0.695800781,4797.509766,6605
4.693603516,4797.216797,5610
4.260253906,4797.509766,1237
11.5234375,2762.182617,0
9.478759766,3193.139648,0
9.399414063,2329.907227,0
11.16943359,3441.28418,0
0.09765625,0,0
0.091552734,0,0
0.103759766,0,0
0.085449219,0,0
0.109863281,0,0
0.115966797,0,0
0.09765625,0,0
9.320068359,1374.755859,0
9.08203125,2887.866211,0
5.828857422,4587.597656,0
3.698730469,4799.853516,960
1.190185547,4801.245117,960
3.918457031,4802.197266,960
2.9296875,4798.022461,960
4.357910156,4797.583008,960
2.984619141,4798.242188,960
1.104736328,4797.436523,960
2.014160156,4802.34375,960
4.956054688,4797.070313,960
2.221679688,4802.416992,960
1.806640625,4802.563477,960
1.116943359,4801.904297,960
2.746582031,4798.022461,960
0.561523438,4801.171875,960
1.129150391,4801.977539,960
2.05078125,4799.194336,960
0.555419922,4797.583008,960
1.861572266,4797.143555,960
1.354980469,4799.926758,960
3.61328125,4798.022461,960
2.722167969,4802.270508,960
4.821777344,4801.68457,960
3.063964844,4799.267578,960
1.770019531,4802.563477,960
1.318359375,4802.124023,960
4.296875,4801.904297,960
0.170898438,4800.366211,960
3.942871094,4802.050781,960
3.643798828,4802.34375,960
1.745605469,4800.512695,960
4.150390625,4800.366211,960
1.165771484,4801.538086,960
1.513671875,4799.780273,960
1.824951172,4797.143555,960
3.7109375,4802.34375,960
3.601074219,4799.926758,960
1.715087891,4802.709961,960
4.278564453,4797.436523,960
1.129150391,4797.509766,960
0.726318359,4799.780273,960
0.1953125,4800.439453,960
2.844238281,4798.168945,960
2.795410156,4798.828125,960
2.136230469,4802.34375,960
2.844238281,4798.901367,960
1.647949219,4799.194336,960
1.080322266,4801.904297,960
3.564453125,4798.242188,960
4.125976563,4800.512695,960
1.141357422,4800.512695,960
4.278564453,4801.904297,960
2.783203125,4798.31543,960
0.189208984,4800.512695,960
4.089355469,4802.124023,960
2.191162109,4799.853516,960
0.830078125,4801.757813,960
0.170898438,4802.050781,960
4.180908203,4800.512695,960
3.460693359,4799.194336,960
3.533935547,4802.34375,960
2.044677734,4802.490234,960
0.329589844,4797.509766,960
0.860595703,4801.391602,960
0.1953125,4802.124023,960
3.436279297,4802.416992,960
3.686523438,4802.416992,960
3.375244141,4802.270508,960
3.460693359,4797.949219,960
0.274658203,4801.391602,960
4.742431641,4801.025391,960
0.091552734,4802.124023,960
0.762939453,4802.490234,960
0.823974609,4801.757813,960
1.220703125,4801.025391,960
2.233886719,4799.267578,960
0.653076172,4797.216797,960
2.001953125,4802.416992,960
2.087402344,4798.608398,960
3.607177734,4798.022461,960
1.428222656,4801.977539,960
1.428222656,4799.267578,960
2.825927734,4802.197266,960
1.531982422,4798.754883,960
3.259277344,4799.267578,960
4.016113281,4802.050781,960
2.819824219,4799.34082,960
2.032470703,4798.242188,960
3.552246094,4798.095703,960
4.620361328,4801.611328,960
4.6875,4801.538086,960
4.278564453,4801.831055,960
4.272460938,4800.512695,960
0.042724609,4800.512695,960
3.698730469,4798.022461,960
2.252197266,4799.267578,960
2.032470703,4798.828125,960
0.762939453,4800.073242,960
3.41796875,4798.535156,960
0.061035156,4797.875977,960
0.091552734,4801.977539,960
4.382324219,4801.977539,960
0.799560547,4800.366211,960
4.223632813,4801.977539,960
2.325439453,4799.926758,960
1.07421875,4801.245117,960
0.109863281,4801.977539,960
1.812744141,4797.143555,960
4.077148438,4800.439453,960
3.594970703,4802.416992,960
2.423095703,4797.363281,960
0.756835938,4797.216797,960
1.037597656,4801.831055,960
2.105712891,4798.461914,960
1.049804688,4800.65918,960
1.794433594,4797.143555,960
4.223632813,4801.318359,960
1.361083984,4801.025391,960
2.886962891,4797.802734,960
4.241943359,4801.831055,960
1.531982422,4797.875977,960
1.586914063,4801.977539,960
3.039550781,4798.31543,960
3.680419922,4797.949219,960
4.364013672,4797.216797,960
1.184082031,4801.977539,960
1.232910156,4802.709961,960
1.782226563,4802.050781,960
0.170898438,4801.098633,960
4.302978516,4801.391602,960
4.19921875,4801.245117,960
0.854492188,4797.070313,960
3.015136719,4802.416992,960
2.9296875,4799.121094,960
1.782226563,4797.290039,960
2.313232422,4799.194336,960
1.605224609,4797.949219,960
1.782226563,4800.439453,960
4.138183594,4797.363281,960
2.288818359,4799.194336,960
1.312255859,4801.538086,960
0.274658203,4797.949219,960
1.574707031,4801.904297,960
2.252197266,4802.34375,960
0.317382813,4800.65918,960
1.287841797,4801.977539,960
2.117919922,4798.608398,960
1.947021484,4798.095703,960
1.550292969,4797.875977,960
0.921630859,4797.583008,960
4.412841797,4801.977539,960
0.561523438,4798.681641,960
3.692626953,4797.949219,960
2.850341797,4798.022461,960
0.885009766,4801.68457,960
1.678466797,4797.070313,960
1.159667969,4802.34375,960
0.970458984,4797.143555,960
0.842285156,4797.65625,960
1.312255859,4801.904297,960
1.489257813,4801.977539,960
2.203369141,4798.608398,960
2.83203125,4798.095703,960
1.513671875,4798.022461,960
3.485107422,4798.608398,960
2.783203125,4798.974609,812
1.422119141,4801.831055,480
2.416992188,4797.290039,288
3.533935547,4798.681641,288
1.342773438,4801.904297,288
2.410888672,4799.780273,192
3.521728516,4797.949219,77
3.503417969,4799.34082,61
3.503417969,4799.34082,0
4.168701172,4801.464844,7677
3.497314453,4798.608398,5118
0.909423828,4800.65918,13484
1.635742188,4799.853516,9954
1.611328125,4797.436523,411
