Record Time,ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ
2020-06-29 10:21:56,-0.07400000000000001,-0.21600000000000003,2.9339999999999997,-0.183,-0.183,0.0,-4.09,1.62,-0.01
2020-06-29 10:21:56,-0.079,-0.244,2.9560000000000004,0.0,-0.183,0.0,-4.09,1.61,-0.01
2020-06-29 10:21:56,-0.086,-0.214,2.957,-0.305,0.0,0.0,-4.1,1.61,-0.01
2020-06-29 10:21:56,-0.086,-0.22899999999999998,2.967,0.305,0.305,-0.183,-4.1,1.62,-0.01
2020-06-29 10:21:56,-0.092,-0.209,2.949,0.183,0.61,0.0,-4.1,1.63,-0.01
2020-06-29 10:21:56,-0.075,-0.228,2.95,0.305,0.0,0.0,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.09,-0.18899999999999997,2.94,0.0,0.0,0.305,-4.1,1.63,-0.01
2020-06-29 10:21:56,-0.098,-0.204,2.9360000000000004,0.244,0.0,0.0,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.095,-0.157,2.925,-0.183,0.0,0.305,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.068,-0.19,2.926,0.0,-0.183,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.071,-0.192,2.931,-0.305,-0.244,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.083,-0.247,2.952,0.0,0.0,-0.183,-4.08,1.62,-0.01
2020-06-29 10:21:56,-0.094,-0.201,2.9410000000000003,-0.305,0.244,0.0,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.07400000000000001,-0.23,2.969,0.366,0.305,-0.183,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.084,-0.20600000000000002,2.96,0.0,0.42700000000000005,0.0,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.07400000000000001,-0.245,2.952,0.305,0.0,-0.183,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.10099999999999999,-0.188,2.9389999999999996,-0.183,0.0,0.366,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.086,-0.213,2.951,0.244,0.0,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.092,-0.153,2.9339999999999997,-0.366,0.0,0.0,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.079,-0.201,2.931,0.244,0.0,0.0,-4.07,1.63,-0.01
2020-06-29 10:21:56,-0.073,-0.19899999999999998,2.9360000000000004,-0.244,-0.183,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.083,-0.245,2.947,0.0,0.0,0.0,-4.07,1.63,-0.01
2020-06-29 10:21:56,-0.111,-0.21600000000000003,2.951,0.0,0.244,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.075,-0.23199999999999998,2.968,0.244,0.488,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.073,-0.217,2.958,0.0,0.0,0.305,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.078,-0.244,2.951,0.305,0.0,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.10400000000000001,-0.21,2.948,0.0,-0.244,0.244,-4.09,1.63,-0.01
2020-06-29 10:21:56,-0.08,-0.196,2.957,0.0,0.0,0.305,-4.09,1.64,-0.01
2020-06-29 10:21:56,-0.084,-0.184,2.9330000000000003,0.0,0.0,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.077,-0.18100000000000002,2.93,0.0,0.0,-0.183,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.073,-0.21899999999999997,2.944,0.0,-0.183,0.0,-4.07,1.63,-0.01
2020-06-29 10:21:56,-0.077,-0.231,2.946,-0.183,0.0,-0.244,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.114,-0.22899999999999998,2.945,0.0,0.0,-0.183,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.07400000000000001,-0.201,2.9739999999999998,0.305,0.5489999999999999,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.077,-0.244,2.951,0.244,0.0,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.078,-0.21100000000000002,2.9419999999999997,0.0,0.0,0.244,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.095,-0.22399999999999998,2.9530000000000003,0.0,-0.366,0.0,-4.08,1.63,-0.01
2020-06-29 10:21:56,-0.08900000000000001,-0.182,2.9419999999999997,-0.183,0.0,0.305,-4.09,1.64,-0.01
2020-06-29 10:21:56,-0.087,-0.18,2.927,0.0,0.0,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.07200000000000001,-0.155,2.9210000000000003,0.0,0.0,0.0,-4.08,1.64,-0.01
2020-06-29 10:21:56,-0.077,-0.21600000000000003,2.9410000000000003,0.0,0.0,0.0,-4.06,1.63,-0.01
2020-06-29 10:21:56,-0.083,-0.19899999999999998,2.9360000000000004,-0.183,0.244,0.0,-4.07,1.64,-0.01
2020-06-29 10:21:56,-0.094,-0.22899999999999998,2.943,0.244,0.0,-0.244,-4.06,1.63,-0.01
2020-06-29 10:21:56,-0.069,-0.187,2.968,0.0,0.42700000000000005,0.244,-4.07,1.64,-0.01
2020-06-29 10:21:56,-0.08,-0.25,2.95,0.244,0.183,0.0,-4.06,1.64,-0.01
2020-06-29 10:21:56,-0.079,-0.217,2.95,0.0,-0.183,0.183,-4.07,1.64,-0.01
2020-06-29 10:21:56,-0.09300000000000001,-0.23600000000000002,2.951,0.0,-0.305,0.0,-4.07,1.63,-0.01
